split,camera,use,elevation_deg,bearing_deg,range_m,vials,bench,lab_varied,light,dark,degraded,selected_for_training
close_train,close,train,34.3,198.8,0.87,9,rows,1,1.142,0,0,1
close_train,close,train,56.6,86.3,0.52,1,scatter,1,1.421,0,0,1
close_train,close,train,39.4,250.8,0.84,5,scatter,1,0.597,0,0,1
close_train,close,train,80.1,276.5,0.84,29,clusters,1,0.895,0,1,1
close_train,close,train,47.6,326.8,0.48,3,scatter,1,0.558,0,0,1
close_train,close,train,33.3,8.1,0.77,15,cluster,0,0.719,0,1,1
close_train,close,train,33.3,338.0,0.94,9,scatter,0,0.637,0,0,1
close_train,close,train,78.8,41.3,0.45,8,rows,1,0.742,0,1,1
close_train,close,train,78.6,189.8,0.93,13,clusters,1,1.408,0,0,1
close_train,close,train,39.4,123.9,0.44,18,rows,0,0.601,0,0,1
close_train,close,train,85.2,214.4,0.49,1,cluster,1,1.272,0,0,1
close_train,close,train,43.4,142.0,0.57,9,crowd,1,1.257,0,0,1
close_train,close,train,87.3,27.1,0.98,34,rows,1,1.202,0,0,1
close_train,close,train,63.0,297.7,0.78,3,scatter,0,0.842,0,1,1
close_train,close,train,71.4,228.9,0.67,4,as built,0,1.442,0,0,1
close_train,close,train,44.8,51.8,0.38,5,as built,1,0.733,0,1,1
close_train,close,train,62.3,176.3,0.54,7,cluster,0,0.819,0,0,1
close_train,close,train,39.9,125.3,0.45,9,scatter,1,1.195,0,0,1
close_train,close,train,30.8,34.9,0.76,27,rows,1,0.777,0,1,1
close_train,close,train,75.0,126.6,0.67,9,rows,1,1.052,0,0,1
close_train,close,train,31.5,301.7,0.49,6,scatter,0,1.348,0,1,1
close_train,close,train,37.0,141.8,0.47,27,rows,1,0.881,0,0,1
close_train,close,train,82.7,110.5,0.62,1,scatter,0,1.1,0,0,1
close_train,close,train,82.2,45.5,0.36,1,scatter,1,0.918,0,0,1
close_train,close,train,81.7,263.4,0.76,2,cluster,1,0.622,0,0,1
close_train,close,train,66.3,243.9,0.6,4,as built,1,0.964,0,0,1
close_train,close,train,44.3,243.2,0.8,17,clusters,1,1.43,0,1,1
close_train,close,train,64.5,191.7,0.67,5,as built,1,0.781,0,0,1
close_train,close,train,65.6,259.2,0.52,2,as built,0,1.226,0,0,1
close_train,close,train,83.2,14.8,0.4,2,as built,1,0.591,0,0,1
close_train,close,train,60.2,134.9,0.73,4,scatter,0,1.174,0,0,1
close_train,close,train,81.6,80.5,0.77,7,scatter,1,1.419,0,1,1
close_train,close,train,49.3,62.2,0.55,3,scatter,1,0.884,0,0,1
close_train,close,train,53.3,178.4,0.68,1,as built,1,1.27,0,0,1
close_train,close,train,79.7,178.2,0.76,19,clusters,0,1.01,0,1,1
close_train,close,train,70.5,2.9,0.35,3,rows,0,1.327,0,0,1
close_train,close,train,67.6,202.5,0.68,11,rows,1,0.824,0,0,1
close_train,close,train,44.2,125.3,0.9,2,cluster,1,0.982,0,0,1
close_train,close,train,52.0,349.0,0.92,14,cluster,0,0.73,0,1,1
close_train,close,train,77.0,178.5,0.66,2,scatter,1,0.555,0,0,1
close_train,close,train,72.1,223.4,0.98,14,cluster,1,1.178,0,0,1
close_train,close,train,81.9,294.8,0.51,2,as built,1,1.171,0,0,1
close_train,close,train,52.9,315.2,0.43,22,cluster,1,0.931,0,1,1
close_train,close,train,77.9,60.0,0.69,9,crowd,0,1.061,0,0,1
close_train,close,train,45.3,274.6,0.66,3,scatter,1,1.179,0,0,1
close_train,close,train,67.7,358.2,0.94,18,scatter,1,0.782,0,1,1
close_train,close,train,63.1,304.6,0.43,4,clusters,0,0.894,0,1,1
close_train,close,train,79.1,113.6,0.65,1,cluster,1,0.983,0,0,1
close_train,close,train,34.0,250.3,0.92,16,scatter,1,1.404,0,1,1
close_train,close,train,60.2,353.9,0.4,36,clusters,1,1.395,0,0,1
close_train,close,train,58.6,304.2,0.43,3,clusters,1,0.999,0,0,1
close_train,close,train,61.9,27.0,0.97,1,cluster,1,1.06,0,1,1
close_train,close,train,39.2,248.8,0.85,3,scatter,1,1.336,0,1,1
close_train,close,train,35.4,344.5,0.86,23,scatter,1,1.427,0,0,1
close_train,close,train,77.8,307.0,0.56,6,scatter,1,1.212,0,0,1
close_train,close,train,39.7,48.4,0.96,20,crowd,1,1.134,0,1,1
close_train,close,train,64.6,241.2,0.94,6,scatter,1,1.144,0,0,1
close_train,close,train,45.4,125.3,0.42,26,cluster,1,0.901,0,1,1
close_train,close,train,53.6,272.9,0.89,8,scatter,1,0.744,0,1,1
close_train,close,train,32.7,275.4,0.49,5,scatter,1,0.736,0,0,1
close_train,close,train,35.0,97.4,0.54,1,scatter,1,1.277,0,0,1
close_train,close,train,58.0,154.3,0.45,9,crowd,1,1.174,0,1,1
close_train,close,train,71.0,350.8,0.99,3,scatter,1,1.352,0,0,1
close_train,close,train,81.4,192.5,0.95,2,clusters,0,0.873,0,0,1
close_train,close,train,43.6,24.3,0.58,36,clusters,1,0.946,0,0,1
close_train,close,train,84.8,73.9,0.59,9,clusters,0,1.153,0,0,1
close_train,close,train,44.6,191.6,0.59,11,rows,1,0.562,0,0,1
close_train,close,train,53.1,50.2,0.97,12,clusters,1,0.638,0,0,1
close_train,close,train,82.1,23.2,0.99,2,scatter,1,0.77,0,0,1
close_train,close,train,85.1,338.5,0.49,16,crowd,1,0.745,0,1,1
close_train,close,train,77.1,346.4,0.78,9,rows,1,0.93,0,0,0
close_train,close,train,73.3,238.2,0.91,4,as built,0,1.243,0,1,1
close_train,close,train,69.1,54.4,0.81,3,scatter,1,1.341,0,1,1
close_train,close,train,65.6,62.8,0.65,1,scatter,1,0.769,0,0,1
close_train,close,train,55.6,219.5,0.78,17,crowd,0,0.574,0,0,1
close_train,close,train,74.5,300.3,0.53,2,as built,1,0.795,0,1,1
close_train,close,train,82.2,167.7,0.87,1,scatter,1,0.737,0,0,1
close_train,close,train,64.4,244.7,0.8,11,rows,1,1.42,0,0,1
close_train,close,train,35.4,57.8,0.63,7,scatter,1,0.733,0,0,1
close_train,close,train,63.8,118.3,0.38,9,cluster,1,1.376,0,0,1
close_train,close,train,61.7,96.7,0.39,10,cluster,1,1.216,0,1,1
close_train,close,train,61.8,34.6,0.62,4,clusters,1,1.394,0,0,0
close_train,close,train,74.9,349.9,0.82,2,scatter,1,1.242,0,1,1
close_train,close,train,82.3,344.7,0.61,1,cluster,1,0.724,0,0,0
close_train,close,train,71.4,344.7,0.39,7,crowd,1,0.57,0,0,1
close_train,close,train,30.2,20.4,0.89,58,crowd,1,1.241,0,0,1
close_train,close,train,37.6,255.9,0.64,5,as built,1,1.376,0,0,1
close_train,close,train,73.6,126.0,0.64,8,rows,1,0.746,0,0,1
close_train,close,train,83.8,15.8,0.61,1,scatter,0,1.042,0,0,1
close_train,close,train,52.2,161.7,0.75,39,scatter,1,0.687,0,1,1
close_train,close,train,36.4,303.1,0.89,21,rows,1,1.148,0,0,1
close_train,close,train,41.7,170.9,0.37,7,cluster,1,0.819,0,0,1
close_train,close,train,55.6,41.7,0.52,1,cluster,1,1.212,0,1,1
close_train,close,train,79.4,329.5,0.94,6,as built,1,1.248,0,1,1
close_train,close,train,79.7,282.8,0.87,14,rows,1,1.361,0,0,1
close_train,close,train,51.0,222.9,0.36,2,rows,0,0.849,0,0,1
close_train,close,train,38.2,165.1,0.63,19,crowd,1,0.782,0,0,1
close_train,close,train,71.2,229.5,0.54,5,scatter,1,0.941,0,1,1
close_train,close,train,80.5,146.7,0.72,4,scatter,1,1.036,0,0,1
close_train,close,train,32.2,330.5,0.92,55,scatter,0,1.146,0,0,1
close_train,close,train,68.4,355.3,0.78,1,scatter,1,0.799,0,0,1
close_train,close,train,30.9,237.9,0.83,11,scatter,1,1.388,0,0,1
close_train,close,train,77.5,335.4,0.36,1,scatter,0,0.643,0,1,1
close_train,close,train,73.4,347.8,0.52,10,rows,0,1.186,0,0,1
close_train,close,train,83.4,292.6,0.76,10,scatter,1,1.072,0,0,1
close_train,close,train,31.1,176.7,0.6,12,clusters,1,1.366,0,0,1
close_train,close,train,57.8,97.7,0.82,1,cluster,1,0.664,0,0,1
close_train,close,train,35.1,137.7,0.62,3,cluster,1,1.087,0,1,1
close_train,close,train,57.9,95.2,0.45,16,cluster,1,0.97,0,0,1
close_train,close,train,48.2,154.6,0.59,14,scatter,0,1.188,0,0,1
close_train,close,train,43.3,316.9,0.7,13,clusters,1,1.381,0,0,1
close_train,close,train,41.3,310.4,0.59,11,clusters,1,0.671,0,0,1
close_train,close,train,75.0,315.8,0.98,11,clusters,1,1.439,0,1,1
close_train,close,train,71.8,161.7,0.58,3,scatter,1,0.581,0,0,1
close_train,close,train,34.6,73.5,0.99,1,scatter,1,0.711,0,0,1
close_train,close,train,73.1,241.5,0.88,17,clusters,1,1.257,0,0,1
close_train,close,train,66.5,238.4,0.39,1,scatter,0,0.877,0,1,1
close_train,close,train,73.8,219.9,0.64,16,crowd,1,0.58,0,0,1
close_train,close,train,51.3,192.8,0.42,7,rows,0,1.242,0,0,1
close_train,close,train,74.3,308.5,0.37,34,clusters,1,0.683,0,0,1
close_train,close,train,34.1,345.8,0.56,25,cluster,0,1.411,0,0,1
close_train,close,train,37.9,337.7,0.49,40,scatter,1,0.567,0,1,1
close_train,close,train,32.1,284.4,0.66,42,crowd,1,0.724,0,0,1
close_train,close,train,81.5,247.8,0.88,20,rows,1,1.438,0,0,1
close_train,close,train,32.4,333.7,0.8,11,scatter,1,0.969,0,1,1
close_train,close,train,33.6,318.8,0.62,29,scatter,1,0.668,0,0,1
close_train,close,train,62.6,82.4,0.71,2,scatter,0,1.111,0,0,1
close_train,close,train,77.7,193.9,0.4,8,cluster,1,0.874,0,0,1
close_train,close,train,51.1,320.5,0.47,2,cluster,1,1.302,0,1,1
close_train,close,train,43.6,191.0,0.41,5,crowd,1,0.865,0,0,1
close_train,close,train,35.1,284.4,0.89,18,cluster,1,0.608,0,1,1
close_train,close,train,59.1,217.0,0.56,15,scatter,0,1.066,0,0,1
close_train,close,train,83.1,40.7,0.62,3,scatter,1,0.753,0,0,1
close_train,close,train,46.3,352.9,0.89,54,scatter,1,1.274,0,0,1
close_train,close,train,76.7,121.0,0.63,1,scatter,1,1.202,0,1,1
close_train,close,train,75.8,325.5,0.59,13,rows,0,0.759,0,0,1
close_train,close,train,53.6,335.2,0.7,3,scatter,0,1.429,0,1,1
close_train,close,train,71.0,45.9,0.84,3,cluster,1,1.187,0,0,0
close_train,close,train,72.0,224.2,0.56,9,scatter,1,1.448,0,0,1
close_train,close,train,57.3,295.1,0.83,4,scatter,1,0.881,0,0,1
close_train,close,train,41.7,354.7,0.61,4,as built,0,0.879,0,0,1
close_train,close,train,50.3,312.4,0.74,22,cluster,1,1.267,0,1,1
close_train,close,train,82.5,316.4,0.35,2,as built,1,0.691,0,0,1
close_train,close,train,72.2,287.5,0.57,4,as built,1,1.073,0,0,1
close_train,close,train,74.1,136.3,0.91,8,cluster,1,0.718,0,1,1
close_train,close,train,57.3,14.0,0.56,2,as built,1,0.574,0,1,1
close_train,close,train,50.6,16.2,0.41,4,cluster,1,1.407,0,0,1
close_train,close,train,50.7,185.3,0.6,1,cluster,0,1.373,0,0,1
close_train,close,train,87.9,0.2,0.83,5,scatter,1,0.971,0,0,1
close_train,close,train,84.9,8.9,0.62,2,scatter,1,1.099,0,0,1
close_train,close,train,87.0,173.9,0.84,3,scatter,1,1.404,0,0,1
close_train,close,train,86.8,308.5,0.45,6,clusters,1,1.397,0,0,1
close_train,close,train,60.8,231.4,0.61,21,scatter,0,1.1,0,0,1
close_train,close,train,51.4,91.8,0.45,3,scatter,1,1.269,0,0,1
close_train,close,train,67.4,107.5,0.9,38,clusters,1,1.154,0,1,1
close_train,close,train,39.9,212.5,0.65,1,scatter,1,0.687,0,0,1
close_train,close,train,54.9,23.4,0.38,0,cluster,0,1.3,0,0,1
close_train,close,train,50.0,303.0,0.98,44,crowd,1,1.073,0,1,1
close_train,close,train,62.7,307.8,0.85,26,rows,1,1.233,0,0,1
close_train,close,train,74.5,64.7,0.96,62,crowd,1,1.075,0,0,1
close_train,close,train,46.7,302.4,0.48,59,clusters,1,1.377,0,1,1
close_train,close,train,42.8,300.0,0.63,5,cluster,1,1.397,0,1,1
close_train,close,train,74.7,65.0,0.41,4,rows,1,0.698,0,1,1
close_train,close,train,71.9,154.5,0.61,17,scatter,1,0.663,0,0,1
close_train,close,train,81.1,249.5,0.9,16,rows,0,0.56,0,1,1
close_train,close,train,43.4,92.1,0.94,8,scatter,1,0.631,0,0,1
close_train,close,train,37.8,188.4,0.46,26,crowd,1,1.295,0,1,1
close_train,close,train,55.1,340.6,0.98,22,crowd,1,0.908,0,0,1
close_train,close,train,36.9,42.4,0.97,33,clusters,1,1.406,0,1,1
close_train,close,train,40.8,72.5,0.86,11,as built,0,0.661,0,0,1
close_train,close,train,81.6,344.3,0.55,5,scatter,1,1.169,0,0,1
close_train,close,train,71.8,201.9,0.91,8,cluster,0,0.618,0,0,1
close_train,close,train,79.6,256.2,0.77,11,clusters,0,0.669,0,0,1
close_train,close,train,76.5,276.8,0.78,3,rows,1,1.051,0,1,1
close_train,close,train,43.7,10.1,0.83,10,scatter,1,1.308,0,0,1
close_train,close,train,63.9,329.8,0.59,21,scatter,1,0.694,0,1,1
close_train,close,train,78.5,269.2,0.78,54,clusters,1,1.234,0,1,1
close_train,close,train,74.8,50.7,0.82,41,clusters,1,0.906,0,1,0
close_train,close,train,58.8,130.4,0.38,2,scatter,1,1.108,0,0,1
close_train,close,train,68.5,52.8,0.46,3,as built,1,0.618,0,1,1
close_train,close,train,72.0,283.6,0.68,20,clusters,0,1.328,0,0,1
close_train,close,train,78.3,169.1,0.86,5,scatter,1,1.335,0,1,1
close_train,close,train,66.4,46.6,0.64,2,scatter,1,1.168,0,0,0
close_train,close,train,43.1,256.0,0.51,16,cluster,1,0.83,0,0,1
close_train,close,train,73.6,26.6,0.79,5,clusters,1,0.997,0,1,1
close_train,close,train,49.2,225.3,0.93,47,clusters,1,1.325,0,0,1
close_train,close,train,30.5,98.4,0.47,11,crowd,0,0.659,0,0,1
close_train,close,train,68.4,35.5,0.71,23,crowd,0,1.144,0,0,0
close_train,close,train,73.8,60.0,0.85,24,rows,1,1.318,0,1,1
close_train,close,train,56.6,3.5,0.43,2,scatter,0,1.258,0,0,1
close_train,close,train,86.8,127.0,0.52,2,scatter,1,0.915,0,0,1
close_train,close,train,53.5,63.9,0.97,6,as built,0,1.214,0,1,1
close_train,close,train,54.8,43.2,0.73,22,rows,1,0.704,0,0,1
close_train,close,train,58.4,183.0,0.41,15,cluster,1,1.425,0,0,1
close_train,close,train,35.6,100.4,0.86,10,rows,1,1.054,0,1,1
close_train,close,train,47.6,146.9,0.51,15,crowd,1,0.687,0,1,1
close_train,close,train,30.6,170.7,0.87,41,crowd,0,0.891,0,0,1
close_train,close,train,51.3,172.8,0.95,5,scatter,1,1.14,0,0,1
close_train,close,train,70.7,339.0,0.76,2,cluster,0,0.858,0,0,1
close_train,close,train,45.8,243.9,0.44,1,scatter,1,1.334,0,0,1
close_train,close,train,39.6,11.9,0.4,32,rows,1,0.803,0,0,1
close_train,close,train,74.1,151.9,0.41,8,rows,0,0.933,0,0,1
close_train,close,train,69.3,265.4,0.65,17,rows,1,0.853,0,1,1
close_train,close,train,62.4,11.4,0.59,5,scatter,1,1.265,0,0,1
close_train,close,train,78.3,295.7,0.81,73,clusters,0,0.596,0,1,1
close_train,close,train,51.1,124.8,0.53,14,scatter,1,0.582,0,0,1
close_train,close,train,69.3,44.1,0.7,2,rows,0,1.297,0,1,0
close_train,close,train,85.5,182.7,0.4,15,clusters,1,0.93,0,0,1
close_train,close,train,71.5,139.5,0.58,5,scatter,0,0.939,0,1,1
close_train,close,train,83.7,334.6,0.73,26,crowd,0,1.036,0,1,0
close_train,close,train,72.9,21.5,0.72,5,scatter,1,0.648,0,0,1
close_train,close,train,74.1,33.9,0.59,26,clusters,1,0.835,0,0,1
close_train,close,train,45.8,176.3,0.74,10,scatter,1,1.254,0,0,1
close_train,close,train,76.4,45.8,0.77,5,scatter,0,1.156,0,0,1
close_train,close,train,55.9,155.1,0.43,2,scatter,1,0.868,0,0,1
close_train,close,train,43.4,85.5,0.63,4,as built,0,1.419,0,0,1
close_train,close,train,75.5,230.6,0.98,21,cluster,1,0.961,0,1,1
close_train,close,train,86.2,22.6,0.59,9,scatter,0,0.775,0,0,1
close_train,close,train,70.2,52.1,0.38,5,cluster,1,0.717,0,1,1
close_train,close,train,73.7,34.4,0.65,8,scatter,0,0.713,0,0,0
close_train,close,train,64.6,13.6,1.0,5,as built,1,1.038,0,0,1
close_train,close,train,74.5,236.6,0.61,1,crowd,0,1.146,0,0,1
close_train,close,train,56.9,47.2,0.74,11,cluster,0,1.113,0,0,1
close_train,close,train,54.7,176.2,0.38,5,crowd,1,1.042,0,1,1
close_train,close,train,62.1,267.2,0.44,3,scatter,1,0.687,0,1,1
close_train,close,train,55.9,1.1,0.56,2,scatter,1,1.237,0,1,1
close_train,close,train,45.1,240.3,0.96,21,rows,1,0.715,0,1,1
close_train,close,train,73.9,205.6,0.55,2,scatter,1,1.127,0,1,1
close_train,close,train,74.0,295.0,1.0,21,cluster,1,1.429,0,0,1
close_train,close,train,74.0,324.4,0.91,33,scatter,1,1.099,0,0,1
close_train,close,train,64.9,230.7,0.59,8,scatter,0,0.649,0,0,1
close_train,close,train,74.5,157.6,0.48,5,clusters,1,0.768,0,0,1
close_train,close,train,40.4,61.7,0.66,2,cluster,1,0.602,0,0,1
close_train,close,train,80.2,179.3,0.55,1,as built,0,1.135,0,1,1
close_train,close,train,72.8,55.9,0.83,26,crowd,1,0.669,0,1,0
close_train,close,train,86.1,267.9,0.88,6,as built,1,1.135,0,0,1
close_train,close,train,82.6,353.7,0.64,1,scatter,1,1.286,0,1,0
close_train,close,train,55.5,116.3,0.4,3,scatter,1,0.599,0,0,1
close_train,close,train,79.7,241.6,0.5,2,scatter,1,0.683,0,0,1
close_train,close,train,60.8,2.7,0.94,8,scatter,1,1.011,0,0,1
close_train,close,train,37.4,89.2,0.54,6,as built,0,1.409,0,0,1
close_train,close,train,47.5,338.9,0.74,11,scatter,0,0.681,0,0,1
close_train,close,train,61.0,309.0,0.86,11,scatter,1,0.629,0,0,1
close_train,close,train,46.2,185.4,0.44,4,as built,1,0.979,0,1,1
close_train,close,train,36.3,206.5,0.94,8,scatter,1,1.244,0,0,1
close_train,close,train,69.0,70.8,0.77,2,scatter,1,0.891,0,0,1
close_train,close,train,63.3,354.2,0.97,22,clusters,1,1.37,0,0,1
close_train,close,train,74.4,103.3,0.57,1,scatter,1,1.389,0,0,1
close_train,close,train,82.0,182.8,0.44,2,as built,0,0.598,0,0,1
close_train,close,train,38.8,198.0,0.9,10,clusters,1,1.278,0,1,1
close_train,close,train,35.6,9.5,0.97,35,crowd,0,1.204,0,0,1
close_train,close,train,59.3,322.0,0.94,45,crowd,1,0.801,0,0,1
close_train,close,train,75.5,96.3,0.75,14,rows,0,0.837,0,0,0
close_train,close,train,43.4,223.2,0.66,8,scatter,1,1.426,0,0,1
close_train,close,train,81.2,215.3,0.6,7,rows,0,1.264,0,0,1
close_train,close,train,87.8,29.9,0.37,8,scatter,0,1.388,0,0,1
close_train,close,train,32.5,55.0,0.58,4,scatter,1,0.71,0,0,1
close_train,close,train,76.9,0.3,0.39,3,scatter,0,1.449,0,0,1
close_train,close,train,60.4,101.7,0.91,17,scatter,1,0.566,0,0,1
close_train,close,train,68.4,118.3,0.97,5,scatter,1,0.671,0,1,1
close_train,close,train,42.9,359.2,0.93,6,cluster,1,0.652,0,0,1
close_train,close,train,72.2,203.0,0.79,5,scatter,1,1.384,0,0,1
close_train,close,train,78.6,290.2,0.83,1,scatter,1,1.176,0,0,1
close_train,close,train,54.8,2.0,0.36,9,cluster,0,0.849,0,1,1
close_train,close,train,85.2,188.3,0.74,13,rows,1,0.669,0,0,1
close_train,close,train,81.3,75.5,0.57,3,scatter,0,1.3,0,0,1
close_train,close,train,83.7,191.5,0.38,10,rows,0,0.56,0,0,1
close_train,close,train,46.2,219.0,0.82,3,scatter,1,0.7,0,0,1
close_train,close,train,34.7,141.7,0.36,2,scatter,0,0.629,0,1,1
close_train,close,train,82.8,184.5,0.4,7,crowd,1,0.783,0,1,1
close_train,close,train,57.7,3.0,0.38,12,cluster,1,0.834,0,1,1
close_train,close,train,82.4,188.4,0.89,3,as built,0,1.286,0,0,1
close_train,close,train,79.7,167.3,0.36,1,as built,1,0.931,0,0,1
close_train,close,train,34.2,109.3,0.71,1,scatter,1,0.957,0,0,1
close_train,close,train,75.2,73.6,0.59,3,scatter,1,1.19,0,1,1
close_train,close,train,65.0,273.7,0.75,22,crowd,0,0.986,0,0,1
close_train,close,train,73.4,252.9,0.59,3,crowd,1,0.923,0,0,1
close_train,close,train,79.7,29.8,0.94,12,crowd,1,0.824,0,0,1
close_train,close,train,63.6,256.7,0.77,18,rows,0,1.061,0,0,1
close_train,close,train,41.0,214.3,0.62,8,cluster,0,0.83,0,0,1
close_train,close,train,71.8,264.4,0.65,4,scatter,0,1.101,0,0,1
close_train,close,train,69.9,61.3,0.73,7,rows,0,1.073,0,0,1
close_train,close,train,43.0,83.8,0.75,16,cluster,0,1.086,0,0,1
close_train,close,train,55.5,78.3,0.69,6,as built,0,1.32,0,1,1
close_train,close,train,37.5,350.6,0.44,5,cluster,1,0.962,0,1,1
close_train,close,train,67.6,80.8,0.72,6,as built,1,1.042,0,1,1
close_train,close,train,79.3,277.2,0.61,4,clusters,1,1.331,0,1,1
close_train,close,train,79.3,8.0,0.87,9,scatter,1,1.06,0,1,1
close_train,close,train,53.9,315.4,0.7,44,scatter,0,1.354,0,0,1
close_train,close,train,74.9,35.1,0.97,6,as built,1,1.442,0,0,0
close_train,close,train,34.1,205.9,0.94,45,rows,1,1.447,0,0,1
close_train,close,train,40.0,209.4,0.6,9,as built,1,1.32,0,1,1
close_train,close,train,37.2,264.5,0.62,1,rows,1,0.611,0,0,1
close_train,close,train,37.5,60.3,0.78,9,cluster,1,0.666,0,0,1
close_train,close,train,84.9,248.6,0.38,7,rows,1,0.9,0,0,1
close_train,close,train,64.2,27.2,0.79,6,scatter,1,1.1,0,0,1
close_train,close,train,68.1,174.0,0.9,25,clusters,1,1.365,0,0,1
close_train,close,train,62.6,346.1,0.42,21,crowd,1,0.554,0,0,1
close_train,close,train,60.0,152.4,0.59,1,cluster,1,0.714,0,0,1
close_train,close,train,34.9,4.0,0.4,12,scatter,1,0.884,0,0,1
close_train,close,train,63.5,18.3,0.88,15,crowd,0,1.393,0,0,1
close_train,close,train,50.9,330.1,0.41,8,clusters,1,1.358,0,0,1
close_train,close,train,83.9,295.3,0.36,9,clusters,1,0.665,0,0,1
close_train,close,train,35.0,25.7,0.47,3,scatter,1,0.81,0,0,1
close_train,close,train,62.4,181.3,0.35,10,scatter,1,1.235,0,0,1
close_train,close,train,81.3,18.6,0.96,49,crowd,1,1.118,0,1,1
close_train,close,train,79.5,263.7,0.37,24,crowd,0,0.732,0,0,1
close_train,close,train,69.6,260.2,0.55,2,scatter,0,1.256,0,0,1
close_train,close,train,83.2,228.0,0.98,10,rows,1,1.052,0,0,1
close_train,close,train,60.7,50.9,0.42,3,as built,1,0.878,0,1,1
close_train,close,train,44.9,4.7,0.95,11,scatter,1,1.376,0,0,1
close_train,close,train,37.7,95.8,0.44,4,as built,1,0.643,0,1,1
close_train,close,train,72.2,358.6,0.82,5,scatter,0,0.954,0,0,1
close_train,close,train,75.2,57.7,0.58,6,scatter,1,1.375,0,1,1
close_train,close,train,57.5,243.2,0.87,23,clusters,1,1.104,0,1,1
close_train,close,train,66.9,72.5,0.4,13,crowd,1,0.825,0,0,1
close_train,close,train,66.3,69.5,0.61,2,cluster,1,1.44,0,0,1
close_train,close,train,33.6,48.5,0.53,1,scatter,0,0.928,0,0,1
close_train,close,train,75.1,219.9,0.68,6,clusters,1,1.109,0,0,1
close_train,close,train,30.6,129.1,0.41,1,as built,0,0.864,0,0,1
close_train,close,train,55.0,69.3,0.82,6,cluster,1,0.709,0,0,1
close_train,close,train,58.3,250.4,0.48,17,cluster,0,1.1,0,1,1
close_train,close,train,82.0,107.4,0.72,1,scatter,1,1.282,0,0,0
close_train,close,train,74.5,56.0,0.81,4,as built,1,0.75,0,0,0
close_train,close,train,87.9,27.3,0.59,2,scatter,1,0.977,0,0,1
close_train,close,train,52.3,205.4,0.66,1,scatter,1,1.151,0,1,1
close_train,close,train,83.1,5.8,0.72,36,crowd,1,0.605,0,1,1
close_train,close,train,72.1,282.9,0.53,15,scatter,1,0.833,0,1,1
close_train,close,train,31.4,152.4,0.36,27,cluster,1,0.892,0,1,1
close_train,close,train,78.6,214.0,0.81,26,rows,1,1.367,0,0,1
close_train,close,train,54.2,180.4,0.79,19,cluster,1,1.082,0,1,1
close_train,close,train,84.3,147.2,0.41,2,scatter,1,1.348,0,0,1
close_train,close,train,34.4,206.4,0.45,5,scatter,1,0.889,0,0,1
close_train,close,train,76.1,260.4,0.93,5,cluster,1,1.272,0,0,1
close_train,close,train,46.8,248.1,0.96,27,scatter,1,0.735,0,0,1
close_train,close,train,76.5,335.9,0.39,7,crowd,1,1.342,0,1,1
close_train,close,train,83.2,250.7,0.75,12,cluster,1,1.031,0,0,1
close_train,close,train,60.0,136.0,0.67,31,crowd,0,1.411,0,0,1
close_train,close,train,74.6,227.7,0.41,5,scatter,1,0.879,0,0,1
close_train,close,train,55.0,189.1,0.9,2,cluster,1,1.28,0,0,1
close_train,close,train,75.6,74.5,0.55,2,as built,1,1.251,0,0,1
close_train,close,train,69.4,348.2,0.39,1,cluster,0,0.923,0,0,1
close_train,close,train,33.2,190.1,0.71,7,cluster,0,1.119,0,0,1
close_train,close,train,72.1,238.3,0.71,15,crowd,0,0.931,0,0,1
close_train,close,train,60.0,227.5,0.52,16,cluster,1,1.02,0,0,1
close_train,close,train,76.6,57.4,0.47,6,rows,0,1.128,0,0,1
close_train,close,train,76.9,318.2,0.77,25,rows,0,0.794,0,1,1
close_train,close,train,80.2,209.6,0.75,3,scatter,1,0.653,0,0,1
close_train,close,train,65.5,22.1,0.7,1,scatter,1,1.162,0,0,1
close_train,close,train,36.1,319.7,0.6,2,rows,1,1.154,0,1,1
close_train,close,train,62.5,301.9,0.48,30,crowd,0,1.097,0,0,1
close_train,close,train,83.1,320.9,0.99,32,clusters,0,0.999,0,0,1
close_train,close,train,68.4,225.3,0.63,4,as built,0,1.437,0,0,1
close_train,close,train,79.9,342.6,0.69,1,scatter,0,0.761,0,0,0
close_train,close,train,54.0,301.5,0.69,2,scatter,1,1.014,0,0,1
close_train,close,train,46.2,325.1,0.77,28,clusters,1,1.302,0,0,1
close_train,close,train,80.8,58.8,0.9,4,as built,1,1.425,0,0,1
close_train,close,train,31.5,354.6,0.55,17,scatter,1,0.846,0,0,1
close_train,close,train,81.1,232.6,0.99,9,clusters,0,1.23,0,0,1
close_train,close,train,76.0,122.5,0.74,8,scatter,1,1.442,0,0,1
close_train,close,train,71.8,49.0,0.52,2,scatter,0,0.56,0,0,1
close_train,close,train,74.3,256.0,0.51,5,crowd,1,0.706,0,0,1
close_train,close,train,78.0,308.5,0.52,3,scatter,1,1.149,0,0,1
close_train,close,train,36.1,77.6,0.94,16,crowd,1,0.803,0,0,1
close_train,close,train,52.2,317.6,0.96,9,crowd,0,0.671,0,0,1
close_train,close,train,44.5,74.6,0.86,33,crowd,1,0.803,0,0,1
close_train,close,train,42.5,0.6,0.57,1,cluster,1,1.313,0,1,1
close_train,close,train,67.7,280.1,0.88,11,crowd,1,0.593,0,0,1
close_train,close,train,87.8,125.4,0.85,16,rows,0,0.81,0,0,1
